pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0061,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Skate Story,"액션, 어드벤처, 인디, RPG, 스포츠","올리, 킥플립, 그라인드를 하며 공허의 땅에서 재와 연기를 헤치며 불가능해 보이는 탐험을 하세요. 연약한 초보자부터 강력한 스케이터로 가는 여정에서 빠르게 보드를 타서 마귀들을 쓰러뜨리고 고통받는 다른 영혼들을 구하세요.",,,
B0062,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",TheoTown,"어드벤처, 캐주얼, 인디, 시뮬레이션, 전략",Build and manage your dream city in this captivating simulation game. Create unique urban landscapes and enjoy compatibility with the mobile versions. Unleash your creativity and shape the metropolis of your dreams.,,,
B0063,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Blitzkrieg 3,전략,Blitzkrieg 3는 전략을 좋아하는 게이머들을 위한 2차 대전 전략시뮬레이션 게임입니다! 여러분의 전술력을 역사적인 캠페인에서 시험하고 경쟁전에서 다른 플레이어나 신경망 AI를 무찌르세요.,,,
B0064,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",서브노티카: 빌로우 제로,"어드벤처, 인디","외계 행성에서 얼어붙을 듯 추운 수중 모험에 빠져보세요. 빌로우 제로는 오리지널 서브노티카의 스토리보다 2년 전의 이야기를 다룹니다. 행성 4546B로 돌아와 치밀한 위장 뒤에 숨은 진실을 밝혀내십시오. 거주 시설을 짓고 도구를 만들어 극한의 환경에서 살아남고, 서브노티카의 세계를 더 깊이 탐험하십시오.",,,
B0065,A19,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Sker Ritual,"액션, 어드벤처, 인디",협동 호러 호드 슈팅 게임에서 켈트 신들의 힘으로 무장하고 적 무리에 맞서세요.,,,
B0066,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Yonder: The Cloud Catcher Chronicles,"어드벤처, 인디",편안한 오픈형 월드 어드벤처 게임 Yonder: The Cloud Catcher Chronicles에서 긴장을 풀고 삶을 천천히 즐겨보세요. 욘더는 제미아라는 아름다운 섬에서 이야기가 시작됩니다. 제미아는 열대 해변부터 눈으로 덮인 산까지 여덟 개의 뚜렷한 특징을 가진 환경을 가진 자연 그대로의 지상 낙원입니다.,,,
B0067,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",붉은사막,"액션, 어드벤처","파이웰 대륙을 배경으로 펼쳐지는 오픈월드 액션 어드벤쳐 게임, 붉은사막. 여러분은 회색갈기 클리프가 되어, 잃어버린 모든 것을 되찾고 다가오는 위협으로부터 세상을 구하기 위한 여정을 떠나게 됩니다. 광활한 야생, 숨겨진 고대 유적, 신비로운 어비스의 영역을 누비며 싸우고, 탐험하고, 발견하며 자신만의 길을 만들어 가세요.",,,
B0068,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Mistfall Hunter,"액션, 어드벤처","는 다크 판타지 액션 익스트랙션 RPG 게임입니다. 직업별로 스킬, 특성, 장비를 전략적으로 조합해 3인칭 시점의 박진감 넘치는 액션 전투를 즐겨 보세요! 파티원과 긴밀하게 협력할 수도, 홀로 전장에 뛰어들 수도 있습니다. 포위망을 뚫고 살아남아야만 값진 전리품을 손에 넣을 수 있습니다. 골드 헌터님, 행운을 빕니다.",,,
B0069,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",콜 오브 듀티®,액션,《決勝時刻®》體驗支援《現代戰爭® 4》、《黑色行動 7》和《決勝時刻®：現代戰域™》。,,,
B0070,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",No One Survived,"어드벤처, 인디, RPG","This is a multiplayer cooperative open world construction survival sandbox game, where you and your friends must find supplies and build shelters in this world. You have to keep an eye on your character's needs state at all times, a bad state is likely to lead to death.",,,
B0071,A11,Opus Magnum,"인디, 시뮬레이션",TIS-100,"인디, 시뮬레이션","TIS-100 is an open-ended programming game by Zachtronics, the creators of SpaceChem and Infinifactory, in which you rewrite corrupted code segments to repair the TIS-100 and unlock its secrets. It’s the assembly language programming game you never asked for!",,,
B0072,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",沙雕之路,"액션, 어드벤처, 캐주얼, 인디, RPG",某一天，一个叫做丁德成的人看到邻居家晚饭吃凉拌海蜇，很馋，于是决定出门买海蜇。他与路上结识的同伴在沙雕大陆开始了一段充满想象的旅行，最终穿越多个次元，上演了一段波澜壮阔的买海蜇之旅。,,,
B0073,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",ASTRONEER,"어드벤처, 인디","독특하고 촉각적인 방식으로 낯선 새로운 세계와 상호 작용하여 환경 자체를 마치 손에 있는 진흙처럼 빚어보세요. 기지를 건설하고, 자원 관리를 마스터하고, 생산 라인을 자동화하는 등 혼자 또는 친구와 함께 우주의 미스터리를 풀어나가세요.",,,
B0074,A22,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",시드 마이어의 문명 VII,"시뮬레이션, 전략",시대를 진보 또는 존속시키는 지도자가 되어 제국을 이끌어 보세요. 시드 마이어의 문명® VII에서 여러분의 신념을 실현하세요.,,,
B0075,A04,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Sker Ritual,"액션, 어드벤처, 인디",협동 호러 호드 슈팅 게임에서 켈트 신들의 힘으로 무장하고 적 무리에 맞서세요.,,,
B0076,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Dust: An Elysian Tail,"액션, 어드벤처, 인디, RPG","Immerse yourself in a gorgeous hand-painted world on a search for your true identity. As the mysterious warrior, Dust, your action-packed journey will take you from peaceful glades to snowy mountaintops and beyond.",,,
B0077,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",HumanitZ,"액션, 어드벤처, RPG","HumanitZ는 좀비로 인해 몰락한 세계를 배경으로 한 아이소메트릭 오픈 월드 샌드박스 생존 게임입니다. 약탈, 제작, 건설, 전투를 통해 혼자 또는 친구와 함께 최대한 오래 살아남으세요.",,,
B0078,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",세이큐 이야기,"어드벤처, RPG, 시뮬레이션","세이큐 섬을 배경으로 한 평화로운 농장 생활 시뮬레이션입니다. 농장을 가꾸고, 선조의 집을 복원하고, 마을 사람들과 진심 어린 유대감을 쌓으세요. 다양한 영혼 형태로 변신하며 계절의 흐름에 따라 잔잔하게 바뀌어 가는 세계를 탐험해 보세요.",,,
B0079,A21,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Super Meat Boy,인디,악명높은 무자비한 플랫포머 게임이 플레이 가능한 헤드크랩 캐릭터(스팀 특전)와 함께 스팀에 왔습니다!,,,
B0080,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Pan'orama,"캐주얼, 인디, 시뮬레이션, 전략",Relax and unleash your creativity in this new city building puzzle game. Create amazing landscapes and discover wide range of structures with special abilities. Enter the world of beauty and tranquility with the panoramas of your own creation and don't forget to pet your new animal friends!,,,
B0081,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",CarX Drift Racing Online,"액션, 캐주얼, 대규모 멀티플레이어, 레이싱, 시뮬레이션, 스포츠","CarX Drift Racing Online is your chance to immerse yourself in the real world of drifting. Get together with friends, tune your car and burn some tires!",,,
B0082,A11,Opus Magnum,"인디, 시뮬레이션",shapez 2 - Factory,"캐주얼, 인디, 시뮬레이션, 전략",공장 건설 게임에 빠져들어 보세요. 단 한 가지에 집중하세요. 대규모 우주 공장을 건설하는 것! 방대하게 펼쳐지는 다층 공장과 만족스러운 생산 라인을 무제한으로 설계하세요. 계속해서 어려워지는 자동화 목표를 적의 위협 없이 자신만의 속도로 달성하세요.,,,
B0083,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",Halls of Torment,"액션, 인디, RPG","이 게임은 무시무시한 몬스터 무리를 학살하며 생존하는 로그라이트 게임입니다. 온갖 지하의 군주들이 도사리고 있는 고뇌의 전당으로 내려가세요. 보물, 마법 장신구, 점점 늘어나는 영웅들을 활용하여 이 세상의 존재가 아닌 듯한 공포들을 박멸하세요. 여러분은 얼마나 오랫동안 살아남을 수 있을까요?",,,
B0084,A24,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",바벨탑: 혼돈의 생존자들,"액션, 어드벤처, 인디, RPG, 전략",서바이버 액션 x 끝없는 파밍! 나만의 빌드를 만드는 로그라이트 액션 RPG,,,
B0085,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",ScootX,"캐주얼, 인디, 시뮬레이션, 스포츠","The world’s first 100% physics-driven scooter simulation. From the wheels to the rider’s head, everything is powered by physics. Session tricks, grinds, and community-made parks with Mod.io support.",,,
B0086,A22,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",휴먼카인드,전략,"HUMANKIND™는 Amplitude Studios의 야심작인 역사 기반 전략 게임으로, 여러분은 직접 인류의 역사 전체를 다시 써내려가면서 각종 문화, 역사, 그리고 가치를 융합하여 독특한 문명을 만들게 됩니다. 인류를 얼마나 멀리까지 이끄시겠습니까?",,,
B0087,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Farm Together 2,"캐주얼, 인디, 시뮬레이션",아늑하고 편안한 농장 체험을 위해 오랫동안 기다려온 속편에서 혼자서 농장을 키우거나 친구들과 함께해 보세요!,,,
B0088,A20,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Leo’s Fortune - HD Edition,"어드벤처, 인디",레오스 포춘은 당신의 골드를 훔쳐간 비열하고 신비로운 도둑을 뒤쫓는 플랫폼 어드벤처 게임입니다. 수작업으로 아름답게 만들어진 레벨을 통해서 이 장대한 모험을 즐기는 레오의 이야기에 빠져드십시오.,,,
B0089,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Grounded 2,"액션, 어드벤처, 앞서 해보기","Shrunk again, but the world is much larger. In this open-world, single-player or co-op survival adventure, craft weapons and armor, build your base, and traverse the playground on your buggy. But something else is out there—and it hasn’t forgotten you.",,,
B0090,A17,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",Farm Together 2,"캐주얼, 인디, 시뮬레이션",아늑하고 편안한 농장 체험을 위해 오랫동안 기다려온 속편에서 혼자서 농장을 키우거나 친구들과 함께해 보세요!,,,
B0091,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Farlands,"캐주얼, 인디, RPG, 시뮬레이션","Congratulations, you’ve bought your own planet! An agrarian rock at the edge of the galaxy that, for some reason, was practically being given away for free. So the time has come to leave your hectic, stressful life in an overcrowded metropolis for a more rural and rewarding life.",,,
B0092,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Breathedge,"액션, 어드벤처, 인디, 시뮬레이션","우주에서 살아남으세요! 죽지 않는 닭과 함께 갑작스럽게 일어난 우주선 추락의 진실을 밝혀내세요. 잔해 속을 생존 & 탐험하기 위해 제작 도구를 만들고, 이동수단을 타고, 심지어는 우주 정거장까지 조종하세요.",,,
B0093,A25,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",Don't Starve Together,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략",Don't Starve Together는 혹독한 생존 게임인 Don't Starve의 독립형 멀티플레이어 익스팬션입니다.,,,
B0094,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",ELDEN RING,"액션, RPG","본 게임은 본격적인 다크 판타지 세계를 무대로 한 액션 RPG입니다. 드넓은 필드와 던전 탐험을 통해 미지의 것들을 발견해 보세요. 앞길을 막아서는 난관과 그것을 극복했을 때의 달성감, 그리고 등장인물들의 의도가 교착하는 군상극도 즐기실 수 있습니다.",,,
B0095,A14,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",My Garage,"인디, 레이싱, 시뮬레이션","MY GARAGE is a car simulation game with main focus being simulating real car repair, maintenance and physics.",,,
B0096,A23,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Stranded Deep,"어드벤처, 인디",Take the role of a plane crash survivor stranded somewhere in the Pacific Ocean. Come face to face with some of the most life threatening scenarios that will result in a different experience each time you play. Scavenge. Discover. Survive.,,,
B0097,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Deadzone: Rogue,액션,"Deadzone: Rogue 는 우주를 배경으로 한 로그라이트 1인칭 슈팅 게임입니다. 적 기계 무리를 쓸어버리고, 강력한 증강과 원소를 조합해 나만의 빌드를 만들며, 플레이할 때마다 더 강해지세요 — 솔로나 협동 모드로.",,,
B0098,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Hearts of Iron IV,"시뮬레이션, 전략","Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.",,,
B0099,A12,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",BATTLETECH,"액션, 어드벤처, 전략",자신만의 용병 Mech 부대를 구축하고 Mech를 조종하는 MechWarrior들을 지휘해서 잔혹한 항성 간 전쟁 속으로 뛰어드세요.,,,
B0100,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Baldur's Gate: Enhanced Edition,"어드벤처, RPG","클래식의 귀환입니다! 발더스 게이트: 강화판은 오리지널 어드벤처는 물론 Tales of the Sword Coast까지 복원하고, 시대를 초월한 Dungeons & Dragons 여정을 위해 편의성도 업그레이드했습니다.",,,
B0101,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Nuclear Option,"액션, 인디, 시뮬레이션, 앞서 해보기","Fly near-future aircraft with immersive physics across dynamic battlefields, facing land, air, and sea threats. Wage war against AI or rival pilots using an array of advanced weaponry, including tactical and strategic nuclear weapons capable of annihilating anything in your path.",,,
B0102,A06,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Spark in the Dark,"액션, 어드벤처, 인디, RPG, 앞서 해보기",The hardcore dark fantasy Dungeon Crawler where you will go to the endless depths of a mysterious grim Dungeon.,,,
B0103,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,The Outer Worlds: Spacer's Choice Edition,"액션, 어드벤처, RPG","아우터 월드: Spacer’s Choice 에디션은 화려한 수상 경력을 자랑하는 Obsidian Entertainment와 Private Division의 RPG 게임을 즐길 최고의 방법입니다. 리마스터링된 아우터 월드에는 기본 게임과 모든 DLC가 포함되며, 최신 하드웨어로 플레이할 수 있도록 최적화된 이 게임의 최고 버전입니다.",,,
B0104,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),,"퍼블리셔 업데이트 - 이 페이지는 2009년에 출시된 The Elder Scrolls IV: Oblivion Game of the Year Deluxe Edition(PC)의 제품 페이지입니다.---The Elder Scrolls IV: Oblivion® Game of the Year Edition은 전에 없던 최고의 RPG를 선사합니다. 정교하고 생동감 넘치는 게임 세상에 한 발자국 들어가 보십시오. 자유로운 게임플레이와 전에는 볼 수 없었던 그래픽과 더불어, 메인 퀘스트를 자신의 힘으로 풀어 나가거나 방대한 게임 세상을 탐험하며",,,
B0105,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Rising Front,"액션, 캐주얼, 시뮬레이션, 전략","A FPS WW1 & Revolutionary War battle simulator with a focus on Workshop Content, rag-doll physics, intelligent AI, massive battles, procedural AI cover system, real-time building system and FPS combat!",,,
B0106,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Mist Survival,"액션, 어드벤처, 인디, 시뮬레이션, 앞서 해보기","MIST SURVIVAL is a Single-player, survival stealth sandbox game Players will experience the Apocalypse stimulation in the form of virus pandemic, the players have to deal with it to survive through the difficulties such as finding shelter and food, threats from the environment and climate: wild anim",,,
B0107,A15,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Sherlock Holmes: The Devil's Daughter,"액션, 어드벤처","Experience a fantastic adventure with unique gameplay that blends investigation, action and exploration in a breath-taking thriller that will test the limits of your nerves and intelligence. Play as the great detective and track down evil in the darkest corners of London and the human soul…",,,
B0108,A16,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Farm Together 2,"캐주얼, 인디, 시뮬레이션",아늑하고 편안한 농장 체험을 위해 오랫동안 기다려온 속편에서 혼자서 농장을 키우거나 친구들과 함께해 보세요!,,,
B0109,A02,Salt and Sanctuary,"액션, 인디, RPG",신역 추락,"액션, 어드벤처, 인디, RPG","에서 진실을 되찾기 위한 모험을 시작하십시오! 신들이 몰락한 붕괴된 대지를 누비며, 버려진 신역을 탐험하고 왜곡된 변이 괴물들에 맞서 싸우십시오. 흩어진 신력을 모아 힘을 각성하고, 신들의 몰락 뒤에 숨겨진 진실을 밝혀내십시오.",,,
B0110,A09,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션","Warhammer 40,000: Rogue Trader","액션, 어드벤처, 인디, RPG, 전략","Games Workshop과의 긴밀한 파트너십으로 제작된 Warhammer 40,000: Rogue Trader는 비평가들의 찬사를 얻은 Pathfinder: Wrath of the Righteous를 개발한 Owlcat Games가 선보이는 스토리 기반의 클래식 RPG입니다.",,,
B0111,A10,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",콜 오브 듀티®: 워존,"액션, 무료 플레이","방대한 무료 플레이 전장, 콜 오브 듀티®: 워존에 오신 것을 환영합니다.",,,
B0112,A21,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",BlazBlue Entropy Effect,"액션, 어드벤처, 인디","미려한 액션, 짜릿한 배틀 연출, 그리고 호쾌하게 작렬하는 다채로운 콤보! 본 작품은 여러 개성 넘치는 플레이어블 캐릭터에 다수의 능력을 조합해 성장시키는 로그라이트 게임입니다. 특징적인 액션 메커니즘과 로그가 융합되어, 매 플레이마다 새로운 액션을 선사합니다.",,,
B0113,A18,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Elite Dangerous,"액션, 어드벤처, 대규모 멀티플레이어, RPG, 시뮬레이션, 전략","함선을 조종하며 끊임없이 변화하는 은하에서 나만의 길을 개척하세요. 전투, 채굴, 무역의 기술을 마스터하거나, 1:1 스케일로 구현된 우주를 탐험하며 미지의 영역으로 나아가세요.",,,
B0114,A19,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",太荒初境,"액션, 어드벤처, 인디, RPG, 전략","Cultivation Tales is an open world survival craft online game. You will experience collecting, crafting, hunting, fighting, building, researching, in a wild mythical world. Fight for your clan and yourself, from mortal to divinity!",,,
B0115,A07,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Grounded 2,"액션, 어드벤처, 앞서 해보기","Shrunk again, but the world is much larger. In this open-world, single-player or co-op survival adventure, craft weapons and armor, build your base, and traverse the playground on your buggy. But something else is out there—and it hasn’t forgotten you.",,,
B0116,A21,Hollow Knight / Dead Cells / Celeste,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디",Gato Roboto,"액션, 어드벤처, 인디","고양이라도 사용할 수 있는 배틀 수트를 타고, 위험이 도사리고 있는 우주의 행성을 탐색해보세요. 괴물들이 돌아다니고 위험한 장애물로 가득 찬 언더월드에 불시착해버린 우주선과 군인을 구해내세요! 좁은 터널이나 수로에서 새로운 장비를 발견하면 본능과 기술의 힘으로 더욱 파워 업할 수 있습니다.",,,
B0117,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Worms Ultimate Mayhem,전략,Load your weapons and experience a whole new dimension in destructive turn-based cartoon action!,,,
B0118,A26,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Car Dealership Simulator 2,"캐주얼, 인디, 시뮬레이션, 앞서 해보기","Take charge of the car trade with Car Dealership Simulator 2! Buy, modify, and grow your dealership with strategic sales. Every opportunity will take you closer to the top of the automotive market!",,,
B0119,A03,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,Kingdom Come: Deliverance II,"액션, 어드벤처, RPG",15세기 중세 유럽을 배경으로 한 풍부한 오픈 월드에서 펼쳐지는 스릴 넘치는 스토리 중심 액션 RPG. 엄청난 규모의 여정에 올라 청년 헨리의 눈을 통해 최고의 중세 어드벤처를 경험하세요.,,,
B0120,A01,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Dying Light,"액션, 어드벤처, RPG","종말 이후 굶주린 좀비가 넘쳐나는 오픈 월드를 배경으로 펼쳐지는 1인칭 액션 생존 게임을 즐겨보세요. 여러분은 수수께끼의 바이러스 전염에 의해 몰락한 도시를 탐험하며 물자를 찾고, 무기를 제작하여 감염된 생명체 무리들을 상대해야 합니다.",,,
B0121,A05,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Ultimate Epic Battle Simulator 2,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략","Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion",,,
B0122,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Ultimate Epic Battle Simulator 2,"액션, 어드벤처, 캐주얼, 인디, 시뮬레이션, 전략","Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion",,,
